fecha_corte,nom_rpt,cod_pais,pais,cod_estado_depto,estado_depto,vigencia,param_hecho,hecho,sexo,etnia,discapacidad,ciclo_vital,per_ocu,per_llegada,eventos
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,25,Cundinamarca,2021,5,Desplazamiento forzado,Mujer,Ninguna,Visual,entre 29 y 60,0,2,0
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,63,Quindio,2015,5,Desplazamiento forzado,Mujer,Ninguna,Por Establecer,entre 18 y 28,1,2,1
2025-08-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,23,Cordoba,2015,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 6 y 11,1,1,1
2024-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,8,Atlantico,2012,5,Desplazamiento forzado,Mujer,Ninguna,Por Establecer,entre 61 y 100,2,4,2
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,41,Huila,2021,5,Desplazamiento forzado,Hombre,Ninguna,Multiple,entre 12 y 17,0,1,0
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,70,Sucre,2016,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 6 y 11,1,1,1
2025-08-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,13,Bolivar,2020,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 29 y 59,744,427,749
2024-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,19,Cauca,2017,5,Desplazamiento forzado,Hombre,Ninguna,Multiple,entre 61 y 100,5,3,5
2024-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,95,Guaviare,2022,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 6 y 11,2,1,2
2026-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,18,Caqueta,2020,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 6 y 11,1,0,0
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,76,Valle del Cauca,2023,5,Desplazamiento forzado,Mujer,Ninguna,Auditiva,entre 12 y 17,2,2,3
2023-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,20,Cesar,2012,5,Desplazamiento forzado,Mujer,Ninguna,Auditiva,entre 61 y 100,1,1,1
2023-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,76,Valle del Cauca,2020,5,Desplazamiento forzado,Hombre,Ninguna,Auditiva,entre 12 y 17,2,2,2
2025-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,73,Tolima,2018,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 6 y 11,0,1,0
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,86,Putumayo,2015,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 12 y 17,24,12,24
2024-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,15,Boyaca,2022,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 60 y 110,5,20,5
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,23,Cordoba,2016,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 12 y 17,2,1,2
2024-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,8,Atlantico,2014,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 61 y 100,2,2,2
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2019,5,Desplazamiento forzado,Hombre,Indigena,Por Establecer,entre 18 y 28,1,0,1
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,76,Valle del Cauca,2018,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 12 y 17,0,1,0
2025-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,8,Atlantico,2015,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 29 y 59,154,303,155
2025-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,70,Sucre,2018,5,Desplazamiento forzado,Hombre,Ninguna,Multiple,entre 60 y 110,0,8,0
2024-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,73,Tolima,2021,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 29 y 59,6,2,6
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,8,Atlantico,2017,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 18 y 28,58,181,59
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,25,Cundinamarca,2013,5,Desplazamiento forzado,Mujer,Ninguna,Fisica,entre 18 y 28,3,9,3
2024-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,76,Valle del Cauca,2023,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 29 y 60,16,18,18
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,50,Meta,2014,5,Desplazamiento forzado,Mujer,Ninguna,Intelectual,entre 29 y 59,4,3,4
2023-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,23,Cordoba,2019,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 29 y 60,222,34,224
2025-08-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,66,Risaralda,2012,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 29 y 59,65,27,71
2025-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,94,Guainia,2016,5,Desplazamiento forzado,Hombre,Ninguna,Psicosocial (Mental),entre 18 y 28,0,1,0
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,94,Guainia,2024,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 29 y 59,1,0,1
2024-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,23,Cordoba,2018,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 12 y 17,4,3,4
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,47,Magdalena,2017,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 12 y 17,1,0,1
2024-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,8,Atlantico,2022,5,Desplazamiento forzado,Hombre,Ninguna,Auditiva,entre 29 y 60,2,0,2
2025-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,20,Cesar,2017,5,Desplazamiento forzado,Mujer,Indigena,Fisica,entre 29 y 59,0,1,0
2025-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,50,Meta,2015,5,Desplazamiento forzado,Mujer,Palenquero,Ninguna,entre 29 y 59,1,0,1
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,41,Huila,2014,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 12 y 17,1,0,1
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,85,Casanare,2015,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 6 y 11,0,1,0
2023-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,41,Huila,2020,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 6 y 11,70,118,70
2025-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,73,Tolima,2013,5,Desplazamiento forzado,Mujer,Ninguna,Intelectual,entre 60 y 110,2,2,2
2025-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,44,La Guajira,2023,5,Desplazamiento forzado,Hombre,Ninguna,Auditiva,entre 29 y 59,2,1,2
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2014,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 0 y 5,7,5,7
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,20,Cesar,2024,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 29 y 60,48,53,49
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,18,Caqueta,2019,5,Desplazamiento forzado,Mujer,Indigena,Fisica,entre 29 y 60,2,1,2
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,15,Boyaca,2023,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 18 y 28,27,81,27
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,86,Putumayo,2016,5,Desplazamiento forzado,Mujer,Ninguna,Visual,entre 60 y 110,2,0,2
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2016,5,Desplazamiento forzado,Hombre,Ninguna,Auditiva,entre 6 y 11,1,2,1
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,76,Valle del Cauca,2017,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 6 y 11,2,3,2
2025-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,44,La Guajira,2023,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 60 y 110,3,2,3
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,18,Caqueta,2022,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 29 y 59,1150,1040,1159
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,76,Valle del Cauca,2012,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 6 y 11,8,38,8
2025-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,81,Arauca,2020,5,Desplazamiento forzado,Mujer,Indigena,Fisica,entre 6 y 11,1,1,1
2025-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,86,Putumayo,2015,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 18 y 28,2,0,2
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,63,Quindio,2019,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 6 y 11,3,19,3
2025-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,8,Atlantico,2022,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 18 y 28,1,1,1
2025-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2017,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 18 y 28,26,28,26
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,94,Guainia,2019,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 29 y 60,20,23,20
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,27,Choco,2016,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 18 y 28,206,38,211
2025-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2017,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 6 y 11,926,1021,930
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2023,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 6 y 11,5,2,5
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,76,Valle del Cauca,2018,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 0 y 5,45,74,45
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,13,Bolivar,2020,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 29 y 59,664,394,669
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,85,Casanare,2014,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 29 y 60,1,0,1
2024-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,18,Caqueta,2017,5,Desplazamiento forzado,Mujer,Ninguna,Visual,entre 18 y 28,4,4,4
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,47,Magdalena,2015,5,Desplazamiento forzado,Mujer,Palenquero,Ninguna,entre 12 y 17,1,1,1
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,70,Sucre,2018,5,Desplazamiento forzado,Mujer,Ninguna,Auditiva,entre 29 y 60,2,3,2
2023-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,23,Cordoba,2019,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 12 y 17,3,0,3
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,73,Tolima,2019,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 29 y 59,1,1,1
2024-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,5,Antioquia,2017,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 6 y 11,1,2,1
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,27,Choco,2013,5,Desplazamiento forzado,Mujer,Indigena,Por Establecer,entre 18 y 28,2,1,2
2023-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,20,Cesar,2019,5,Desplazamiento forzado,Mujer,Ninguna,Por Establecer,entre 61 y 100,2,2,2
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,47,Magdalena,2013,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 29 y 60,992,712,994
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2023,5,Desplazamiento forzado,Hombre,Indigena,Multiple,entre 29 y 59,1,0,1
2025-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,50,Meta,2019,5,Desplazamiento forzado,Mujer,Ninguna,Auditiva,entre 18 y 28,0,1,0
2025-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,25,Cundinamarca,2016,5,Desplazamiento forzado,Hombre,Ninguna,Psicosocial (Mental),entre 29 y 59,0,1,0
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,41,Huila,2024,5,Desplazamiento forzado,Hombre,Ninguna,Intelectual,entre 29 y 60,1,1,1
